question,label
 د کیور یک گروه راک انگلیسی است که در چه زمانی در کراولی وست ساسکس شکل گرفت؟,1
 د کیور یک گروه راک انگلیسی است که در سال ۱۹۷۶ در کجا شکل گرفت؟,1
 د کیور یک گروه راک انگلیسی است که در کجا شکل گرفت؟,1
 د کیور یک گروه راک انگلیسی است که در چه زمانی شکل گرفت؟,1
 زکیرخن آم والرز یک شهر و شهرک با حقوق شهرک و روستای سابق در کجا است که در ناحیه زالتسبورگ اومگه بونگ واقع شده است؟,1
 زکیرخن آم والرز یک شهر و شهرک با حقوق شهرک و روستای سابق در اتریش است که در کجا واقع شده است؟,1
 زکیرخن آم والرز  در کجا واقع شده است؟,1
کجا در ناحیه زالتسبورگ اومگه بونگ واقع شده است؟,1
 شهر گ رگان تلفظ مرکز شهرستان گرگان و استان گلستان در جانب شرقی شمال کجا است؟,1
 شهر گ رگان  در جانب شرقی شمال کجا است؟,1
کجادر جانب شرقی شمال کشور ایران است؟,1
 شاخ قوچی سانان چه چیزی است؟,1
 شاخ قوچی سانان نام یک راسته از زیررده چه چیزی است؟,1
 سید محمدکاظم طباطبایی یزدی ، معروف به صاحب عروه از فقهای نامدار شیعیان در چه زمانی است؟,1
 سید محمدکاظم طباطبایی یزدی  از فقهای نامدار شیعیان در چه زمانی  است؟,1
چه کسی ، معروف به صاحب عروه ا است؟,1
چه کسی ، از فقهای نامدار شیعیان در ۲ قرن گذشته است؟,1
طارند بالا ، روستایی از توابع بخش چه کسی شهرستان پیشوا در استان تهران ایران است  : جلیل آباد,-1
طارند بالا ، روستایی از توابع بخش جلیل آباد کجا در استان تهران ایران است  : شهرستان پیشوا,1
طارند بالا ، روستایی از توابع بخش جلیل آباد شهرستان پیشوا در کجا ایران است  : استان تهران,1
طارند بالا ، روستایی از توابع بخش جلیل آباد شهرستان پیشوا در استان تهران کجا است  : ایران,1
ا ژ و یکی از قطارهای شرکت آلستوم می‌باشد که قرار است جایگزین قطارهای سریع السیر کجا ، ت ژ و شود  : فرانسه,-1
تا آن که صداهای انسانی ما را بیدار کنند یک فیلم در سبک ملودرام است که در چه زمانی منتشر شد  : سال ۲۰۰۲,1
جاجوی علیا ، روستایی از توابع بخش مرکزی شهرستان مسجدسلیمان در کجا ایران است  : استان خوزستان,1
جاجوی علیا ، روستایی از توابع بخش مرکزی شهرستان مسجدسلیمان در استان خوزستان کجا است  : ایران,1
حاج امیرکندی روستایی است که در کجا ، شهرستان پارس آباد ، بخش اصلاندوز ، دهستان اصلاندوز قرار دارد  : استان اردبیل,-1
حاج امیرکندی روستایی است که در استان اردبیل ، کجا ، بخش اصلاندوز ، دهستان اصلاندوز قرار دارد  : شهرستان پارس آباد,-1
حاج امیرکندی روستایی است که در استان اردبیل ، شهرستان پارس آباد ، بخش کجا ، دهستان اصلاندوز قرار دارد  : اصلاندوز,-1
حاج امیرکندی روستایی است که در استان اردبیل ، شهرستان پارس آباد ، بخش اصلاندوز ، دهستان کجا قرار دارد  : اصلاندوز,1
نبرد زاب نام نبردی است که در ۱۱ جمادی الاولی یا ۱۱ جمادی الثانی چه زمانی میان امویان و عباسیان رخ داد  : سال ۱۳۲ هجری قمری,1
نبرد زاب نام نبردی است که در ۱۱ جمادی الاولی یا ۱۱ جمادی الثانی سال ۱۳۲ هجری قمری میان امویان و چه کسی رخ داد  : عباسیان,1
زاخو یکی از شهرهای کجا واقع در استان دهوک است  : کردستان عراق,1
زادنی ستریتژ یک منطقه مسکونی در جمهوری چک است که در کجا واقع شده است  : شهرستان تابور,1
تا لنگ یک منطقه مسکونی در کجا است که در دین بین فو واقع شده است  : ویتنام,1
چه کسی فعال ناسیونالیست ترک و نئوفاشیست بود  : عبدالله جاتلی,1
فائقه آتشین با نام هنری گوگوش خواننده و هنرپیشه مشهور کجایی است  : ایرانی,1
حاج چه کسی ، روستایی از توابع بخش میان کنگی شهرستان زابل در استان سیستان و بلوچستان ایران است  : محمد علی شاه,-1
حاج محمد علی شاه ، روستایی از توابع بخش میان کنگی کجا در استان سیستان و بلوچستان ایران است  : شهرستان زابل,1
حاج محمد علی شاه ، روستایی از توابع بخش میان کنگی شهرستان زابل در کجا ایران است  : استان سیستان و بلوچستان,1
حاج محمد علی شاه ، روستایی از توابع بخش میان کنگی شهرستان زابل در استان سیستان و بلوچستان کجا است  : ایران,1
دا کاپو پرس چه سازمانی است که دفتر مرکزی آن در کمبریج ، ماساچوست قرار دارد  : شرکت انتشارات آمریکایی,1
دا کاپو پرس شرکت انتشارات آمریکایی است که چه سازمانی آن در کمبریج ، ماساچوست قرار دارد  : دفتر مرکزی,-1
دا کاپو پرس شرکت انتشارات آمریکایی است که دفتر مرکزی آن در کجا ، ماساچوست قرار دارد  : کمبریج,-1
دا کاپو پرس شرکت انتشارات آمریکایی است که دفتر مرکزی آن در کمبریج ، کجا قرار دارد  : ماساچوست,-1
ذره‌ای آرامش نام بیست و دومین فیلم از ماجراهای جیمز باند و به کارگردانی چه کسی فورستر است  : مارک,-1
رابا ، چه سازمانی است ، که در سال ۱۸۹۶ تأسیس شد  : شرکت خودروسازی مجارستانی,1
رابا ، شرکت خودروسازی مجارستانی است ، که در چه زمانی تأسیس شد  : سال ۱۸۹۶,1
سابادباتکان یک منطقه مسکونی در کجا است که در ناحیه سکسفهروار واقع شده است  : مجارستان,1
فضاپیمای بوران یکی از فضاپیماهای شاتل اتحاد کجا است  : شوروی,-1
آ هوآنگ یک ورزشکار فوتبالیست اهل کجا است  : ویتنام,1
آ استرادا یک شهرستان در کجا با جمعیت ۸ ۲۹۱ نفر است که در استان پنتبدرا واقع شده است  : اسپانیا,1
آ استرادا یک شهرستان در اسپانیا با جمعیت ۸ ۲۹۱ نفر است که در کجا واقع شده است  : استان پنتبدرا,1
تا مغز استخوان مبارزه کن فیلمی محصول چه زمانی و به کارگردانی ران شلتون است  : سال ۲۰۰۰,1
تابستان خشک یک فیلم به کارگردانی متین ارکسان است که در چه زمانی منتشر شد  : سال ۱۹۶۴,1
گاه شماری پارسی قدیم به گاه شماری ای گفته می‌شود که در زمان هخامنشیان در قسمت‌های جنوب غربی کجا رایج بوده است  : ایران,1
آسفالت دوطرفه یا جاده آسفالت دوطرفه یک فیلم جاده‌ای درام به کارگردانی مونتی هلمن محصول چه زمانی است  : سال ۱۹۷۱,1
حاج شهبازمحله ، روستایی از توابع بخش کجا در استان گیلان ایران است  : اسالم شهرستان طوالش,1
حاج شهبازمحله ، روستایی از توابع بخش اسالم شهرستان طوالش در کجا ایران است  : استان گیلان,1
حاج شهبازمحله ، روستایی از توابع بخش اسالم شهرستان طوالش در استان گیلان کجا است  : ایران,1
د کامان لینتس گروه موسیقی کجایی است  : هلندی,1
ضد گلوله فیلمی به کارگردانی و نویسندگی چه کسی و تهیه کنندگی رضا رخشان محصول سال ۱۳۹۰ است  : مصطفی کیایی,1
ضد گلوله فیلمی به کارگردانی و نویسندگی مصطفی کیایی و تهیه کنندگی چه کسی محصول سال ۱۳۹۰ است  : رضا رخشان,1
ضد گلوله فیلمی به کارگردانی و نویسندگی مصطفی کیایی و تهیه کنندگی رضا رخشان محصول چه زمانی است  : سال ۱۳۹۰,1
آا ان هونز یک منطقه مسکونی در کجا با جمعیت ۲۵ ۳۳۳ نفر است که در درنته واقع شده است  : هلند,1
